packet_size,request_rate,source_ip_entropy,destination_port,protocol,payload_size,label
270.0621682801307,6.185891669811299,5.9501114313535375,8080,UDP,186.7008763257889,Unauthorized Access
501.6535282370875,39.86141036401564,2.722464470024639,5683,TCP,78.55496752711548,DoS
234.71270173509183,6.352659049484622,5.652857063500091,8080,ICMP,171.2198124088548,Unauthorized Access
507.48715933163464,40.80989922700542,2.717033543299558,5683,TCP,14.397459741473995,DoS
215.09372492816362,5.359888023594395,4.402862808417074,443,TCP,141.41972358776246,Normal
376.01677162009867,51.43876413557654,2.227296462739648,80,TCP,104.47497062861825,DoS
234.48290496401856,6.007098715317461,6.699010741501409,8080,UDP,229.03749150047136,Unauthorized Access
217.41875331372123,5.698894474477669,5.094369445511239,5683,TCP,103.39088416469411,Normal
523.7926825836408,113.63919362560002,1.8690967393577282,443,ICMP,149.47776972383744,DDoS
445.11379492449385,91.03565566801153,0.9370006688034506,5683,ICMP,166.52203109968121,DDoS
265.15816936565244,4.642355056410754,7.354194229466147,22,ICMP,169.48623979122962,Unauthorized Access
470.69119730248275,43.08034893577541,2.3761762778468616,80,TCP,75.85263891922293,DoS
743.0440424212468,98.16682400613956,1.7489340077072397,5683,TCP,173.0169799013289,DDoS
196.74776425317236,4.857597105846531,4.025079321447769,5683,TCP,149.7037600208461,Normal
263.9059523031114,6.821758977128555,4.186055011270595,8080,UDP,144.19381433439295,Unauthorized Access
658.61147076447,102.64167617690178,1.5344082654999702,443,ICMP,192.0334279739864,DDoS
576.1702205571279,96.8985160699699,1.243541990562706,443,TCP,125.06722315270304,DDoS
162.19966306496877,3.6155620148186447,4.7516731593895205,5683,TCP,155.13876336669745,Normal
263.2964669508501,8.737112275737795,7.444002173957729,22,UDP,218.72575668429505,Unauthorized Access
606.0261558944098,128.31864941566974,1.6810902981513063,443,UDP,156.70958834148811,DDoS
476.1979708507041,56.78912435018957,2.199389620405164,80,TCP,35.71609385252333,DoS
190.57139504595642,6.158044617754866,4.501849661657375,80,TCP,122.61730692231927,Normal
300.9563022972063,5.8916610323031735,6.578234553248309,8080,ICMP,181.0444054827765,Unauthorized Access
211.66849670993284,4.971791299802236,4.739053658169868,5683,TCP,118.64608970645841,Normal
324.21071981650834,6.20395377003182,6.229526811513414,22,ICMP,177.15688760932224,Unauthorized Access
515.0954231135831,58.689668215240104,2.0823985002262084,80,ICMP,96.08018630116676,DoS
510.5062811151786,67.51851844694954,2.1721223484940415,5683,ICMP,72.16748605148311,DoS
541.6296416258335,47.548632645041366,1.3729253071937695,443,UDP,99.31208447991469,DDoS
681.535277879642,113.51430455160212,1.5638023605290545,443,UDP,162.10167702568208,DDoS
636.3806347602866,51.308331602424865,2.2471204411271133,5683,TCP,98.0267267176585,DoS
622.0571200723846,43.19366084529155,2.468311603556196,5683,TCP,-1.9815771498003585,DoS
614.6846628253861,65.92975584651191,1.1555352422412288,5683,UDP,163.1269127472548,DDoS
534.6578558097716,48.06751700277816,2.4216057113953613,80,ICMP,132.7354903802471,DoS
741.3300386516568,117.76535887221982,1.7884591422570022,443,TCP,176.1194713381653,DDoS
178.12001772245623,3.8371841298137506,3.9454120893339195,443,UDP,146.29787860232264,Normal
232.13960890544732,9.028931280858245,5.168377187107179,22,UDP,191.79103323333325,Unauthorized Access
307.0114501050607,6.333765461580873,4.752597196109767,8080,ICMP,206.70872977407555,Unauthorized Access
525.515749228985,78.4546216611966,1.6328254466178997,5683,ICMP,150.34382150249027,DDoS
168.51510699011988,4.258066303468667,4.203006604939485,443,UDP,130.2225909918183,Normal
483.6387156637574,63.428373772421864,2.4581107280491796,80,ICMP,78.62593286694415,DoS
244.3127841034494,5.27425697886842,6.3046515537006425,22,ICMP,172.22134420987476,Unauthorized Access
231.89417412170377,7.721912700963035,5.6269689269002825,8080,UDP,233.6603659269621,Unauthorized Access
551.2015935140294,84.98731532872338,2.482730973867161,443,TCP,146.4694545189502,DDoS
725.9238064147512,103.0276297770838,0.9968995774934666,443,UDP,121.55900573393491,DDoS
624.54518130318,95.87462937981196,1.5222663892639736,5683,TCP,180.56521753528287,DDoS
233.86202317795494,5.34710040932861,5.3269620000314335,5683,UDP,112.84657642147017,Normal
537.0855602220898,55.8847526227014,2.606832722640022,5683,ICMP,33.36005616303477,DoS
208.45434993759008,3.0320855486584826,5.279065858997356,80,UDP,104.63724928403693,Normal
515.8368146531878,98.55156030361692,1.6626022378740732,5683,UDP,151.32918517186107,DDoS
231.08279338694328,5.7333511022217944,6.268717885854607,8080,ICMP,212.8920153503465,Unauthorized Access
307.60759905955683,4.631549135118975,3.329141383794333,443,UDP,147.41820418790408,Normal
521.0952230332751,53.800898197998045,2.5750097912342755,80,ICMP,72.88413712345887,DoS
626.7394252689189,101.01461146922914,1.1714935845408851,5683,ICMP,128.16965208893143,DDoS
203.98377150637583,5.045236633050446,4.131638250974756,443,TCP,122.71874727954402,Normal
567.280480829816,132.2681534843674,1.2820352172292162,5683,TCP,129.9523971074679,DDoS
247.00609195590977,7.316348986420488,5.97675499091188,22,ICMP,169.26646083765453,Unauthorized Access
282.44751106761083,8.102003336186296,5.7926032467318676,22,UDP,187.41170434558953,Unauthorized Access
639.4175237622622,115.34259781934584,1.5778499951124396,5683,ICMP,148.9914205966815,DDoS
679.7002626743223,154.6923680965419,1.5094622325719242,443,UDP,167.91333968984466,DDoS
271.2867472588088,7.827058205022089,6.1344982174340394,22,UDP,186.59267983622004,Unauthorized Access
197.23654643790042,7.728264056420009,5.558844554173594,8080,UDP,206.75079641835288,Unauthorized Access
273.8039725899346,6.558283937260695,5.604544197049572,22,UDP,190.43088062853053,Unauthorized Access
226.96014410417564,5.701296778135909,4.276756316700033,80,UDP,131.96746524807824,Normal
600.4138212936862,115.17821441871125,1.3609239702204041,5683,ICMP,135.72125335539616,DDoS
557.8819386493357,115.64131156575064,1.194851017265299,443,ICMP,153.4813756513799,DDoS
339.8855288866204,45.41947196313756,2.3708855655681162,80,ICMP,148.44755303270176,DoS
178.9741461979866,6.2813077023525805,4.779374049998291,5683,UDP,129.97024459885625,Normal
191.22747483062895,3.5800886777391407,6.3814438422366235,22,ICMP,159.00665453662134,Unauthorized Access
238.02564295052608,5.685235399483911,5.583422510912037,8080,ICMP,197.8561548408095,Unauthorized Access
251.305092690656,5.778605974344241,6.8301980846637464,22,ICMP,250.86682188683272,Unauthorized Access
196.57955442451097,5.056966668941413,4.787232381302845,5683,TCP,101.35503302898022,Normal
397.19584145543195,52.04380904387257,3.0011921000118504,80,ICMP,150.44298509119437,DoS
210.55951557514618,4.745714979520782,4.446110957646712,80,UDP,145.2721046700533,Normal
558.2382090122699,56.905806437279274,1.9492708706043227,5683,TCP,108.2364607779073,DoS
265.3225566571039,8.431600955058713,6.863040282141241,22,UDP,176.9644862505075,Unauthorized Access
223.9776446620221,4.660316415908925,3.752287927532473,5683,UDP,123.67531030166951,Normal
681.2304463354595,47.8179811219253,2.2729452864534188,80,TCP,88.49515641435285,DoS
529.6801984962954,103.53212711088091,1.3908284516418548,5683,ICMP,162.9281672102249,DDoS
592.0482890572403,50.69422566175294,1.975335414280854,5683,TCP,118.19350614968472,DoS
201.56765660946903,5.171981548379987,4.521016943699045,5683,TCP,108.28040759482343,Normal
249.85023379558078,8.764005506353351,5.679731861236197,22,UDP,235.01395060631987,Unauthorized Access
650.797131725827,54.11211766025694,1.7858240249885402,443,TCP,134.50252908663623,DDoS
214.20504887606654,5.626710319003254,4.213719399382458,80,UDP,94.7577456294526,Normal
224.87265292872186,4.802153847768162,5.255466492166128,5683,TCP,113.65109844043113,Normal
700.7904009628942,95.36937616393384,1.347506400328309,443,UDP,163.4493563243892,DDoS
273.0715206419744,8.313821884250993,5.824021769068763,8080,ICMP,171.16985878406982,Unauthorized Access
494.3036013547548,66.77861375855905,2.4098164017190125,5683,ICMP,33.032895526386525,DoS
277.89009266038227,5.750782252963384,5.283421775090971,22,ICMP,188.13501971230556,Unauthorized Access
170.82961841669652,3.538993046174789,4.91796050608461,80,TCP,145.8625490819855,Normal
612.9088608606543,94.01543868432476,1.5733204139990837,5683,TCP,115.72067716942908,DDoS
520.6622555720368,94.75953267244957,1.5495568295512836,443,ICMP,156.66336697135986,DDoS
195.3487614685071,6.277135829287807,3.8469757229704804,5683,UDP,127.66076878175818,Normal
264.43599072033277,6.591794440244183,6.98514471106457,22,UDP,190.68682258792123,Unauthorized Access
562.2893597247481,131.9474603862312,1.2764069095076307,443,TCP,156.36886579702,DDoS
174.05389797244902,5.881196929363091,5.071855571619809,80,TCP,116.72408265873236,Normal
263.2435147239511,7.669675713021544,6.445046741902292,22,ICMP,208.67645680463727,Unauthorized Access
675.551029274054,92.31458907253698,0.8803981698709451,443,TCP,157.41252346180426,DDoS
212.47626046560728,6.829359619714754,5.1108238413888865,22,UDP,196.08790048622637,Unauthorized Access
173.69897651051477,4.57295168850168,4.7961564654437945,80,TCP,113.76803869370472,Normal
223.2287088750712,4.949377332208798,5.118354988056899,80,UDP,106.84579233385097,Normal
287.95448726108583,6.557991369556296,4.66289925461238,8080,ICMP,210.70722806240232,Unauthorized Access
677.3488229589836,54.17555272257442,1.494415913325035,5683,ICMP,110.0644261968676,DoS
433.931838778393,56.86592805648876,2.1199088576855876,80,ICMP,74.02215314324103,DoS
294.4990279979676,6.073293039523761,6.97939393303263,22,UDP,214.8376066642051,Unauthorized Access
194.2077883067505,5.960101046905778,4.1164924746549625,80,UDP,124.6435323752502,Normal
126.23125923940418,4.1180041615790115,4.794479034611092,443,UDP,148.23959522685013,Normal
160.10562921198104,6.053892104016379,5.710517890899475,22,ICMP,160.75733944567628,Unauthorized Access
611.2223873955476,84.93546464950253,2.290177106720988,443,TCP,174.48461488940316,DDoS
250.94838652961332,7.532998785948718,6.383926670237949,8080,ICMP,212.2092738412768,Unauthorized Access
189.81098731698248,6.473812311512495,4.557302391208273,443,UDP,110.09101484280674,Normal
186.41121638928263,6.195154287041811,5.41609379907565,22,ICMP,192.16322690579145,Unauthorized Access
189.18796010952295,6.112176740482028,4.60166793069031,80,UDP,115.6885692531248,Normal
184.16982931903433,6.994293692816005,3.815991333421482,80,UDP,109.54499294338535,Normal
211.41579299313463,5.456712215663503,3.7238887450089755,80,UDP,129.9510161305955,Normal
221.19879681764425,7.418328814211599,5.963235644384817,22,UDP,167.95450543073144,Unauthorized Access
729.7844415395891,54.385425241910426,2.248384387966162,80,TCP,138.96825641116962,DoS
562.475770759713,65.0717444450483,2.2053852750636582,80,TCP,64.71224429820137,DoS
234.0720183898519,6.572484833203011,5.079190546924725,22,UDP,190.05915338539296,Unauthorized Access
153.0332238936412,3.9405898869765963,4.858632064489261,80,UDP,118.4223081733135,Normal
521.2188223201936,72.91603579391398,2.131306431079524,80,ICMP,112.20462916386747,DoS
396.11368854507896,106.45598808057487,1.7570910694388442,443,UDP,89.22810600017812,DDoS
215.88084732665473,6.342158400151244,5.180854942506664,80,TCP,125.53304076563275,Normal
608.3805742328456,94.20630882223975,1.6588607263428274,443,UDP,133.23180501068703,DDoS
253.23256436237946,5.007394393941921,7.150914784552006,8080,UDP,193.45109365458526,Unauthorized Access
436.43826917337464,63.74613214178779,1.8289768321039634,5683,TCP,99.88393555740372,DoS
206.3143511438257,5.3222239231432,5.383969096224917,22,ICMP,201.52857444017758,Unauthorized Access
220.01514877549542,5.686817417119657,4.596782606097916,443,UDP,115.56453983311566,Normal
585.4875307185216,53.421041528708706,3.062377019451986,80,ICMP,86.71103019657389,DoS
293.028054530262,8.558238609052848,6.51534808279364,8080,UDP,206.82872478585375,Unauthorized Access
205.9680251119818,7.245678165828382,5.350677020877865,8080,ICMP,206.80340188895624,Unauthorized Access
170.59497794182482,5.734931871472261,4.841105401743242,5683,UDP,91.53663244942184,Normal
414.96429802883455,90.19666136587225,1.6333595063643693,443,UDP,156.78550930624021,DDoS
123.31709028993285,5.706758335113307,3.7266247108934882,443,TCP,100.12786495365037,Normal
513.7540526446105,43.386440742381666,2.3731830393590547,5683,ICMP,152.39893562949118,DoS
261.3215706450875,9.490649629391257,7.309663379488602,22,ICMP,190.2750210831974,Unauthorized Access
473.55724740722513,44.59957483677405,2.4652043389050666,5683,ICMP,78.47526952292375,DoS
293.2560485873733,53.885168466043254,2.3410561299177597,80,TCP,158.57486940770016,DoS
605.6783776654279,125.19513555256026,1.5091425812861807,443,UDP,110.87279724297093,DDoS
600.2565474850475,98.57216962355658,1.3745494986785278,5683,UDP,158.54855002540538,DDoS
717.7289654588911,113.84984102297503,1.255972024361444,5683,UDP,155.59928411853875,DDoS
161.23530642499566,4.8687632796835,3.753289065362982,80,UDP,118.37006626288289,Normal
457.2501362486401,60.94718992674315,1.8754236644249007,5683,ICMP,86.38587271735435,DoS
219.6715075344366,5.342630140015174,4.216756994112897,80,TCP,129.02937940552792,Normal
552.0811545419187,29.551793641928427,2.48230492959665,80,TCP,145.17675298073604,DoS
248.23450655620366,8.202201380658014,6.680533509610135,22,ICMP,197.26629409117828,Unauthorized Access
650.103848386877,39.042128717315975,2.4637359683777533,80,ICMP,60.411048768874934,DoS
352.6317019759599,51.80029923088198,2.3862285414728497,80,TCP,104.3003018150236,DoS
232.28004428917012,4.424978720653044,6.256681249415527,8080,ICMP,210.72438802623617,Unauthorized Access
187.67760672846754,3.0633299397761693,5.406347940041714,5683,TCP,119.4867339117403,Normal
388.0558094115165,45.54647234892737,2.380000226137754,5683,ICMP,102.17270867111793,DoS
197.54336484220758,4.970938534126129,5.982048587688526,22,UDP,172.2978090964378,Unauthorized Access
239.3048921526968,6.842965418908044,6.585670012145965,8080,UDP,194.98016509697607,Unauthorized Access
220.96488589038555,5.35289922888779,4.772061158823055,5683,TCP,95.69758308634512,Normal
449.4471987170902,48.65602006260793,2.1134289983405066,80,TCP,69.70813092422301,DoS
468.61595498753604,23.7936677163841,2.3979600104483882,5683,TCP,168.1272300679312,DoS
641.1767546707764,97.35121931849926,2.0226916070362946,443,TCP,143.55090215440327,DDoS
539.3503503826911,112.03236413205653,1.5809438881451332,5683,TCP,100.56400547856741,DDoS
468.826347868076,64.61588183542247,1.3909921076309704,443,ICMP,144.66807213845615,DDoS
528.5194785960888,45.69189415312292,2.486900801153784,5683,TCP,17.722050740759414,DoS
231.0317599130843,7.004491965550834,5.786871713402445,22,UDP,177.0666152335846,Unauthorized Access
181.0529655876964,8.98465718978634,4.500507250592658,8080,UDP,215.41907604320141,Unauthorized Access
342.5083610090024,6.367101784107242,5.5676768644607195,22,ICMP,225.09857422957333,Unauthorized Access
296.02675004230684,49.29702742186764,2.8136800766462393,5683,TCP,87.75029704431708,DoS
518.5173267498474,106.38122554945903,1.2654735332455902,5683,TCP,97.0252424035141,DDoS
209.12697770998992,4.835671589844195,4.249198726325286,443,UDP,135.94244505029937,Normal
227.26206482922743,5.212771139232657,6.307589193959034,8080,ICMP,190.01648273691353,Unauthorized Access
374.19152817203195,60.379723526725975,2.5077433933113906,80,ICMP,77.05505827461226,DoS
854.2936683392138,96.69350836165968,1.4554762540115598,5683,TCP,132.3008794959548,DDoS
190.07295005835033,4.799814462163936,4.550388099586523,80,UDP,113.68238434187847,Normal
657.0013597272253,63.709126123749385,1.6568085280850045,5683,ICMP,147.01432321427237,DoS
479.9386858669924,35.907624801828575,1.9810704721203698,5683,TCP,136.1589889623051,DoS
306.39314332397714,41.6527955500312,2.2083673517148736,80,TCP,244.75669152011662,DoS
223.5240274001654,7.353055722044308,4.706195707389551,80,UDP,123.77554395652372,Normal
646.0160609758843,76.12828196661806,1.4279387472392324,443,ICMP,142.2331394808252,DDoS
411.80109444377877,96.64974933339508,1.231794102435729,443,ICMP,126.14905918977965,DDoS
687.7547708282625,116.17646470701249,1.4653323725179532,443,UDP,103.82535780242463,DDoS
633.1890284696777,53.57889726734385,2.609680112816438,5683,ICMP,103.23178258534499,DoS
282.1382334880874,8.210056983282959,5.821616454322193,8080,ICMP,207.77849699476724,Unauthorized Access
175.34650404244098,5.921839657867006,4.995986179722572,5683,TCP,140.7576543037708,Normal
287.83325095393013,7.9596817866791705,6.781566929122077,8080,ICMP,222.5115676535646,Unauthorized Access
639.3670872625881,110.91867734556513,1.5173006831441858,5683,ICMP,142.5022804792197,DDoS
211.73144021491666,4.528617278825416,4.447379466871596,443,TCP,156.8573445688544,Normal
254.84647677079812,7.106489110748394,7.271524906316713,8080,ICMP,185.64292465655353,Unauthorized Access
229.32271470673123,5.472423007556411,4.577096611811616,5683,UDP,122.73003164294765,Normal
277.2477254473673,5.732394587522643,5.649555964735809,22,UDP,190.91268194885237,Unauthorized Access
271.90872928418156,6.4902072339754735,5.361615576279922,22,UDP,210.54575836992188,Unauthorized Access
272.45633863690085,7.475936477246323,4.939501657924117,22,ICMP,186.47221896564335,Unauthorized Access
201.66547355012133,4.189010429325261,4.192612932509546,443,UDP,86.69986831772192,Normal
537.8546774932391,56.11511839355055,2.7637583510507495,80,ICMP,98.3444927216656,DoS
154.3054030290781,3.827686047212743,4.44238979191093,80,UDP,116.62914225278573,Normal
511.4409165782358,45.05179752370088,1.6067265615970636,5683,ICMP,123.89904285280915,DoS
458.0453600640621,54.504178544025564,3.0997155328076746,80,TCP,28.042965423180306,DoS
236.5529544447315,4.939449194867473,7.101655775845671,8080,ICMP,192.98100623275334,Unauthorized Access
470.7814402310001,54.255190348624595,2.474908999475286,80,TCP,80.82257503863461,DoS
436.4854539076181,39.62034588854312,2.521625194656245,80,TCP,141.09827137050567,DoS
294.29362413485643,4.649366650252414,6.701037242588762,8080,ICMP,206.98852589460094,Unauthorized Access
338.09175382047624,51.34944343134134,2.422542587476609,80,ICMP,56.01332341933835,DoS
451.6306542513055,56.146839396728126,3.10098901189108,80,TCP,125.95637508554742,DoS
170.74708699674682,4.342355629292558,4.630617398786828,443,TCP,123.4793905814616,Normal
167.34518391937218,5.982929075636722,4.911668989426643,443,TCP,101.80867741180134,Normal
463.7906627937906,61.02351734990363,2.5909917478849303,5683,TCP,173.42558016368662,DoS
233.05260047940317,4.110195524793483,5.882043647880843,22,UDP,136.34140339197594,Unauthorized Access
605.3273821390362,55.30271074757587,2.3701357316702216,5683,TCP,49.02204078823016,DoS
195.9448044925667,4.47497109610575,3.034798934809982,80,TCP,101.07616820724697,Normal
164.68977803158305,4.99584823011567,4.564124119024507,443,UDP,121.16554322871694,Normal
159.74214018657761,5.559467593446074,3.658076789121358,80,TCP,120.29236361333717,Normal
203.00176397482372,3.2565698886114687,5.218891535000028,443,UDP,109.70676188262244,Normal
451.1465092784191,56.01420510463758,2.494279464743006,80,TCP,74.56500053087683,DoS
713.0871866888567,114.69732453058495,1.738601176335437,443,ICMP,200.08159270767737,DDoS
388.71702553917453,47.12647944974772,2.8540579177237797,80,ICMP,114.87844887148802,DoS
442.5156266810727,112.39515535041684,1.4324230889777512,5683,TCP,182.2667473668808,DDoS
324.658325561097,49.82399363090533,2.616015582445105,80,ICMP,109.30214650120573,DoS
205.45016213988072,5.3279529472545955,4.195943187438055,443,TCP,94.8872404738821,Normal
211.94376075786886,9.498821058313132,5.212918725588312,8080,ICMP,217.90270472639003,Unauthorized Access
578.408074454099,45.63466927750514,2.324946169992771,80,ICMP,125.56413500140489,DoS
297.8711245979395,7.0545316181314,4.050529265201094,8080,UDP,233.4721246296196,Unauthorized Access
206.61634633605536,4.593069004867466,4.548904155425496,80,UDP,82.39172255198004,Normal
377.90053427888023,125.63034883959953,1.6889983445398276,5683,TCP,179.96671741281222,DDoS
246.25768551590625,6.741768880548105,4.4449664883607705,5683,TCP,121.19024065449602,Normal
251.60049308346066,8.019713728903776,6.108826172781936,8080,UDP,202.9972822746207,Unauthorized Access
404.19129768747325,31.82878366359273,1.506035576190598,5683,UDP,170.5306898935924,DDoS
221.54370963545335,6.119556691708554,4.072801799460251,443,TCP,129.68845436785801,Normal
528.3299639975296,126.4211432296624,1.8735092654013772,5683,UDP,134.05533255515294,DDoS
573.9145867471664,35.674008473120765,3.3732006635270246,5683,TCP,116.58734817113725,DoS
653.3361502744532,26.666455893848926,2.5350342824032346,80,TCP,161.3865309855193,DoS
206.73027854869744,3.9243679866013634,6.776006227848405,22,ICMP,166.8033224913981,Unauthorized Access
455.8158221191375,65.04640550882179,2.8795079946079656,5683,ICMP,10.210037320343275,DoS
307.8628393555796,39.97757163727303,2.228470607663598,80,ICMP,163.53747038664235,DoS
514.1967701377805,30.030933387587414,2.2440518866751527,80,ICMP,146.3880008487805,DoS
610.8547788257116,101.15238114656664,1.7182763177936298,443,ICMP,117.74272542362203,DDoS
231.5212689733319,4.4707236659048135,4.129897991782398,5683,TCP,100.75462473418732,Normal
244.90121735607883,4.894491933916152,4.050112844431935,5683,UDP,138.0636808161244,Normal
190.99020375678364,7.034016368489007,5.626236724600082,22,UDP,211.08352004272254,Unauthorized Access
565.0271141527212,111.37344711255534,1.5772930178258335,443,ICMP,130.14614669019883,DDoS
460.12725058585823,39.47115730848679,1.8865905099061389,5683,ICMP,61.6484259171637,DoS
510.2530188751175,98.44819238573415,1.647240993614322,5683,UDP,110.9971819770182,DDoS
199.62010559816503,5.2700062494275315,3.4232419546190362,5683,TCP,115.2132024260578,Normal
473.46488534168054,58.32707414403792,2.4905584409117374,80,TCP,2.1478308253706473,DoS
252.38343910029832,56.30716549415064,2.11323948126073,80,ICMP,155.35704145784604,DoS
289.6024117648915,5.885895466751114,6.238207270151886,8080,UDP,188.18364755998013,Unauthorized Access
520.6253366756297,47.4254592187172,2.8622936252497095,5683,TCP,62.24298368878426,DoS
205.9959559099406,5.641453784765819,5.312160985686621,80,UDP,110.83414427321217,Normal
592.4295366716811,142.99572041097633,0.9376066126754748,443,UDP,162.93804556156542,DDoS
204.50751285138332,7.1669220370862075,4.683410253157075,80,UDP,127.27489640882001,Normal
550.5240763604547,71.82417855167046,2.891388369437973,80,TCP,56.882449461736456,DoS
507.4684051065577,42.70226280131899,2.433774131642598,80,ICMP,151.4271395122582,DoS
685.8972441687011,78.03005413745419,1.2299618582687286,443,TCP,143.6760102572056,DDoS
126.70579847491432,4.359287359827966,4.284371843252734,5683,UDP,111.15228700268591,Normal
178.8496940336462,7.782831071096756,6.0099918897238735,8080,ICMP,196.38338564211267,Unauthorized Access
599.6653848085139,124.85153577405077,1.546952096018956,443,TCP,163.7535368340934,DDoS
455.9124592627087,32.7753238535946,2.9209011335076553,80,TCP,93.05219151580809,DoS
238.68175894890192,4.222948595327977,4.307975141355483,5683,TCP,96.77844118839431,Normal
210.57723202050676,5.85634942933188,7.7372314997169145,8080,ICMP,191.95718311866136,Unauthorized Access
225.73568979132816,6.612854507627153,4.197486940793589,5683,UDP,147.40292445194018,Normal
200.9299484426727,5.49244900233153,4.542564597055761,80,UDP,119.30978380904662,Normal
482.0956704627538,101.90025434783301,1.36553321543887,443,TCP,155.8702015846001,DDoS
604.6993792492052,113.49291590779339,1.4988303553060256,443,TCP,159.1227950723247,DDoS
315.23327327190407,8.304342653872162,7.225594269472596,8080,UDP,180.36440330044167,Unauthorized Access
220.96565723279113,7.285677868417153,5.600307548284265,22,UDP,252.27753763960888,Unauthorized Access
832.3304383449781,105.21680467338923,1.5096843156463176,5683,TCP,188.43331068174086,DDoS
206.29915215444493,5.59074648267741,4.945585767113005,80,TCP,127.44001541754236,Normal
405.0347230392252,146.49510305299555,1.8303952267431018,443,ICMP,181.8114031028209,DDoS
628.8563072472962,78.68641670535519,0.9323697551610632,443,TCP,199.1055731500488,DDoS
253.5068656245403,7.4378726120134155,4.885054617681217,8080,ICMP,193.00999172292882,Unauthorized Access
144.05876155322557,7.2966566079590764,5.874727141992507,22,UDP,209.86434418309946,Unauthorized Access
689.2518607618023,109.49466310959158,1.918241043428225,443,UDP,138.17414987965128,DDoS
250.57735936353103,7.443392632770628,5.406777110810424,8080,UDP,165.4009174009903,Unauthorized Access
626.6936239501949,61.530563792104374,2.0046720904301703,443,UDP,163.26980189460505,DDoS
233.34622718806935,7.653199127229449,5.597010313095861,22,ICMP,191.14312527691925,Unauthorized Access
187.6894071321073,4.28311278153095,3.941644656335049,443,TCP,156.86235376518582,Normal
223.2010105662538,6.325293436526949,5.564897399433239,8080,ICMP,209.25146610816032,Unauthorized Access
